video_id,channel_name,video_title
75BVcvfN-1w,Politico,Hot financial tips!
vBAtVQWHMKA,TIME,"New Poll Names Michelle Obama Most Admired Woman, President Trump Second-Most Admired Man | TIME"
VJeKbxNE-hw,Politico,Chaos outside Kabul Airport as crowds of people try to leave Afghanistan
gU5Y7uYzy98,TheWeatherChannel,Weather Gone Viral: Dune buggy Sinks in Seconds on Ice
VLMna3UTlUI,FoxNews,Gutfeld: People are terrified of facts
csNk4vVVH8w,WSJ,Sean Spicer on Crowd Size for Trump Inaugural
LLCKvXVyHTc,ABCNews,Carnival Cruise Ship Broke Away from Port with 800 Onboard
x_Wihy9jgQw,Reuters,China: protests escalate in Guangzhou
2pelehgaGtA,BloombergTelevision,Scaramucci: Trump Wonât Be Republican Nominee Come November
07SS5hx3eZw,Vox,We produce 13 tons of hazardous waste every second [Advertiser content from MailChimp]
USRFSMfa33Y,MassLive,Cat in the Hat for President
pA7scwOVcrw,C-SPAN,Rep. Liz Cheney Reads January 6th Texts from Fox News Hosts to Mark Meadows
TChZ995esLs,C-SPAN,Q&A: Author Leo Damrosch
McSKpEMvcwM,FoxNews,"Ingraham: This is no longer incompetence, it's vindictive"
5nXDFNOi1Lk,WashingtonTimes,Year of the Dragon!
lw3HWrSBNWY,Reuters,Harry and Meghan lead star-studded 'Vax Live' concert
aIDwWJ9qoA0,DailyMail,'Are you afraid?' Andrew Tate and brother Tristan grilled by Romania's anti-organised crime unit
zFpRgP29ZmU,WashingtonPost,The Midterms Demand a Witness
aENQaw1UMzo,Vox,Dylan McDermott is the Nicolas Cage of television
VyMdOL2JDUA,WashingtonPost,No longer just cartels: Criminal groups increasingly seek control of Mexican territory
xqj162snjvk,DailyMail,Queen Elizabeth dies: Ex-Army pensioner bursts into tears talking about meeting Her Majesty
8ialcEC6PiY,Reuters,Cuomo accuser Charlotte Bennett rejects his public apology
oiqfQmNJ9ok,FoxNews,GOP candidate tossed from ballot by Leftist judge
iN0u7Ok_vrM,DailyMail,Johnny Depp fans boo Amber Heard after trial day finishes
vh5BPfnZoyw,BloombergTelevision,Wall Street Week - Full Show (01/14/2022)
VrNrQviSTUM,FoxNews,Trump attorney speaks out on the Mar-a-Lago raid
xfcrf0855eQ,EastIdahoNews,"Dakota Nelson, young father of 7, shares lessons heâs learned since his wifeâs sudden death"
2868GK0GnUM,DailyMail,We need to 'defeat Keir Starmer': Rishi Sunak continues Tory Leadership campaign
PHZBNqDmwRc,DailyMail,Starving Afghans frantically reach for food handed out by workers
Ozl1PJAsUIc,BusinessInsider,What It Takes To Be A Taxidermist
eWXwM699Mjk,DailyMail,Eco-warrior protesters Insulate Britain arrested after they block M25 and hit the M3 and M11
FSBzb9CQYPs,Reuters,North Korea battles drug shortages amid COVID outbreak
bWpzaxDR5ko,TheEpochTimes,Can a Christian Flag Fly in Boston? | The Beau Show
VGCgI8b_eWc,Politico,The most cringeworthy moments from the Democratic debate
j0j18DD7PCU,CBS,"Fort Worth officials apologize, announce investigation in police shooting"
X9Zq83E-x_s,USAToday,Mom bites off dog's ear as it attacks her daughter
HTY3v7Okl1Y,Forbes,"Big Muddy, Big Cargo: Shipping On The Mississippi"
5dJduGC3HyQ,ABCNews,Intersex Children: Waiting to Decide on Sex Surgery?
62BSnrCoxew,CBS,Trump threatens to reject stimulus deal and issues controversial pardons
zD6sae1ikBA,DailyMail,Little girl unhappy that Toys 'R' Us is closing - Daily Mail
3pv0iJRgrgM,WashingtonPost,Chuck Todd announces his departure from 'Meet the Press'
Cojg9BBJGT4,LATimes,Cody Simpson at the 2012 Kids Choice Awards
uxAmZBObS-I,WSJ,"When Russian Oligarchsâ Superyachts Flee Sanctions, Here's How Experts Track Them | WSJ"
L27RYnwSn2M,NYPost,Surgeon General Defends Saying 'Big Momma' When Questioned by PBS Reporter Yamiche Alcindor
JTuB5tfuz4Y,BusinessInsider,The Rise And Fall Of Twinkies | Rise And Fall
rJWweO4Yq2E,CBSMornings,Prosecutor: Uber driver admits to deadly shooting spree
Vgzv0n96g6w,Forbes,SALT Deduction & Bidenâs Spending Bill: Why A Flat Tax Should Be Considered - Steve Forbes | Forbes
90R1ACzOnR8,USAToday,"Willie Nelson still kicking, gets 5th-degree black belt"
0t0lM5IIKhQ,Politico,"What happened with Putin and Biden, explained"
P8J-ZHI9mKk,BusinessInsider,Best Car Tech From CES 2020
kRUzynTgJTE,CBS,"""Enough,"" says North Carolina sheriff at George Floyd's memorial service"
DamUkVBqi3c,C-SPAN,Third Reich Nuremberg Laws
Ku-16umr88I,Forbes,Why Bidenâs Student-Debt Plan Misses The Real Problem - Steve Forbes | What's Ahead | Forbes
Gd-k-395KtA,Forbes,How GoPro Made A Billionaire | Forbes
0Rxj3hXvAlY,Forbes,How AI Can Create More Equitable Healthcare
tsJ3D6fI6ZQ,ABCNews,'Extreme Cougar Wives': Older Women Dating Young Men
7gLzgDuVqsM,DailyMail,Theresa May's hilarious exchange with MP about 'premature ejaculation'
YdHbe-socyI,WashingtonPost,Scientists record the rumble of volcanic thunder
RCZzhK-_n6Q,C-SPAN,U.S. Supreme Court Nominee Judge Ketanji Brown Jackson
mxsT9TN6Neo,WSJ,What's for Dinner? Oatmeal.
NjjHP28V1Tk,C-SPAN,C-SPAN Cities Tour - Salem: Religious Pioneers in Salem
OKf4NZL78Is,CBSMornings,China works to contain new COVID-19 surge
ezSmVXMWv_Y,USAToday,"Congress passes $1.7 trillion spending bill, avoids government shutdown | USA TODAY"
u5wf2PyNbaA,USAToday,Biden announces strengthening of security alliance with South Korea | USA TODAY
7jLmJBTyIak,FoxBusiness,Democrats' caravan problem just got worse: Varney
zcRML0gCVK4,TheHill,"Kim Iversen: Kamala Harrisâ ABYSMAL Polling Signals 2024 RED ALERT, Will Biden Change The Ticket?"
Z4HyQJfSEZ8,BusinessInsider,How To Turn Off Birthday Notifications On Facebook
h9auclc8OM0,Reuters,Statue of BLM protester removed after one day
5bLx9FUEYGk,BBCNews,Drugs raid shootout in Brazil leaves 25 dead - BBC News
FHKCUirAlaA,TheEpochTimes,Japanâs Defense Against âParamountâ Leader Xi; Legal Expert: USAGM Nomineeâs China Ties | Trailer
5QsnsLYmFro,DailyMail,Builder shares bond with rescued squirrel who sits on his head
PQLd650gTx8,TheEpochTimes,Interview with Evan Lorenz
eyhsFX6qUgo,TIME,BTS Visits President Biden to Condemn Anti-Asian Hate Crimes in the U.S.
tbi-myZJWD4,Forbes,Why Is Silicon Valley So Slow At Becoming More Diverse? | Forbes
BSlSKNFYcp8,TheWeatherChannel,How Would You Survive If Caught In Sinking Quicksand?
POm0EdJopZc,BusinessInsider,How The Navyâs Largest Hospital Ship Can Help With The Coronavirus Crisis
u_Nn8zmvkds,WSJ,Akon Discusses His Next Album & New Africa-Focused Ventures
I4MRG5bpxTc,NYPost,"Mike Pompeo: ""We Were Willing to Challenge the Elites"""
EghVos6bKY8,News5Cleveland,More than  250 blue fentanyl-laced pills mimicking prescription oxycodone found in Lake County
qk2HukN3A7A,BusinessInsider,Why Authentic Panama Hat Weavers Are Abandoning The Craft | Still Standing
BtS1vgHA0MQ,TheWeatherChannel,Sailors Head Straight For a Waterspout at the World Yacht Race
nehv332c414,FoxBusiness,Pat Boone on Trump
9-hY2rvmq28,Reuters,"Trump mixed classified, unclassified items: FBI"
c_mnnxAtkqQ,DailyMail,Queen Elizabeth dies: Boris Johnson makes Parliament laugh with speech remembering Her Majesty
l9QUrBCsIG0,WashingtonPost,Episode 13: Shock the world
LPXP0yBNo-M,USAToday,Mom accused of beheading her 3-month-old baby
NHFWuRYcUp4,TheEconomist,How to crunch covid-19 data
G9cn5yk0y6I,Politico,Coronavirus Dispatch: The White House attempt to stimulate the economy
BcDdrozlEKc,ForbesBreakingNews,Hawley Calls For Biden To Resign From Office In Harsh Senate Floor Speech
3YRWoZyVhbg,ABC7,"LAPD shoots, kills machete-wielding man after carjacking in Hollywood I ABC7"
rw8ZMfNhjVs,Reuters,Trump denies firing Manhattan prosecutor Berman
BGZsyqNfDAo,Reuters,Meet Gaza's 11-year-old rapper
V3E5XeKDqJM,LATimes,Kobe Bryant on Mavs and Josh Howard
NlkoDAEcp6o,BBCNews,World's 'most accurate' sniper: 'I see those I killed in flashbacks' BBC News
OasCVQZJi7A,FoxNews,Justin Trudeau slammed by Canadian politicians as âdivisiveâ
Jo7bqI55etQ,Politico,"Boehner, McConnell manage majorities and expectations"
6W3qJogorSQ,BloombergTelevision,Putin Doesn't care about his soldiers dying: Bill Browder
KGvpaejsrkU,FoxNews,Tucker: Media go all-in on mailbox conspiracy
b3qZc_j3kOo,BusinessInsider,We tried the ultra-decadent secret 'billionaire menu' at Wall Street's oldest steakhouse
aTxm0VnF1fM,BloombergTelevision,Pakistan's Khan Calls for India Dialogue After Jets Are Shot Down
Sed0MmigLaA,BBCNews,Boris Johnson: 'The boy who wanted to be world king' - BBC News
M6spmx9MaHI,MassLive,Bruins fans cheer âWe Want The Cupâ at TD Garden
WFYRkzznsc0,CNN,Jake Tapper leaves Roy Moore spokesman speechless
lUjeBPjPpdg,AssociatedPress,Raw Video: Hockey Coach Lashes Out Over Ref Call
-LIXsHdP-9A,TIME,"Military Plane That Vanished En Route To Antarctica Found, Chilean Officials Say | TIME"
-eJOQlfyaGs,WSJ,Latest Ipad Will Be 4G
Hoefplbw8F4,FoxNews,"Gutfeld: Once the media deems you evil, then all laws are meaningless"
fIn2_lLlAXA,FoxBusiness,Biden warns of 'difficult' reality in Washington if GOP wins
UaDoxTFRa68,Forbes,Pablo Escobar's Villa Is Now A Luxury Art Hotel | Forbes
9B2OMjA9Dd0,WashingtonTimes,"Morning Briefing, April 27"
-5rb9q5uE1E,ForbesBreakingNews,'Name One Sanction You Have Put On Iran': Ted Cruz Clashes With Biden Official During Hearing
SSs7L1wOF2k,BloombergTelevision,The Coronavirus Crisis In Commercial Real Estate
wURL9HRDLZc,USAToday,Military kids get to experience deployment
R9qyioqTt6o,WashingtonTimes,Julie Zetlin - U.S. Olympic Rhythmic Gymnast
qbvWlzzIFl8,FoxBusiness,Russia paid Hillary Clinton $3M to influence Uranium One deal?
QDDJYhRkwms,TIME,4-Month-Old Iowa Boy Is Dead After Parents Allegedly Left Him In A Swing For More Than A Week | TIME
hlB3uQR5_6Y,USAToday,"ISIS K: Why Taliban's new enemies are threat to Afghans, U.S. troops | Just the FAQs"
u-m0RRbfvh4,ABCNews,"Homemade Guns: Legal, Unregistered and Can Kill"
qJT2h5uGAC0,Vox,We measured pop musicâs falsetto obsession
qpZg4ofYelo,BBCNews,New noises heard as Titanic sub search widens - BBC News
NCo4ute3ugc,Forbes,Former Apple CEO John Sculley On Entrepreneurial Capitalism | Forbes
7KgULMjeb-I,Politico,World leaders react to Queen Elizabeth's death
seALgufEH6w,CBS,"Trump defends record and says ""we will be back"" in farewell speech"
kmiqVD8xmm8,TheHill,Krystal Ball: New Elizabeth Warren comments reveal her greatest weakness
dcbJdRb6mds,TIME,Virus Expert On The Wuhan Coronavirus Outbreak: 'We Must Treat It Extremely Seriously' | TIME
VVNujdBoRBQ,FoxBusiness,Donât expect election court fights to âdrag onâ: Former federal prosecutor
rrQnfi1HAXY,DailyMail,Police release video of Stormy Daniels' arrest outside strip club
hUHe4IykX7c,BBCNews,Giant pipes wash up on beaches - BBC News
MdzMRVTVwrA,Forbes,Why It's Impossible To Get Accurate Coronavirus Death Counts | Forbes
UFdxJ-VIEis,LATimes,"California adopts drought rules outlawing water wasting, with fines of up to $500"
rljZXzb4_98,WashingtonPost,Some Democrats have expressed support for voter IDs. Hereâs why itâs more nuanced.
-REmXhhe0yQ,BloombergTelevision,Covid Becoming More Like Seasonal Flu: Johns Hopkins
jxVzOfE6R8Y,TheHill,Panel: Is Liz Cheney FINISHED In The GOP?
vGNeUuF335Q,BBCNews,China earthquake: Hundreds stranded or missing after 6.8 magnitude quake - BBC News
0ASI3aAuQGI,USAToday,"Post-tropical cyclone Ian batters South Carolina, causes storm surge | USA TODAY"
jJKlhbNiuEo,TheHill,JUST IN: House convenes to file impeachment article against President Trump
6dABbBjyE3A,WSJ,The Unexpected Costs of a Superyacht | WSJ Operating Costs
VhR2YD1xmQE,BloombergTelevision,Trump Jr.: President Trump Represents Bright Future
qG5Cq6WsvyQ,DailyMail,Woman mistakes motor for Bomb and calls 911
wx-duzk6fhc,CNN,Freed ISIS hostage says 'they are right'
qg4HQh1TZq4,TIME,"Wildfire Spreads Throughout Ventura County, California | TIME"
1IVkR5hDxhA,NYPost,"WOAH! Reality TV Star Joseline Hernandez GOES OFF, Spews Slurs While Being Arrested"
QMEoIwe29DQ,Reuters,Tornado damages homes in Indiana neighborhood
MLUdLUKtE8Q,C-SPAN,Savannah Guthrie Tribute to Senator Bob Dole
uLgn3geod9Q,Vox,How a dictionary writer defines English
1ISV2vPTBT8,ABC7,Video: 5-hour standoff ends after deputies flush suspect out with tear gas in Canyon Country
qqxdsooKggE,WSJ,"ChatGPT, Explained: What to Know About OpenAI's Chatbot | WSJ Tech News Briefing"
gm77UPz9cXQ,WSJ,Russia Builds Up Naval Presence Off Syria
O6BODAJVYc8,Vox,"2017, in 7 minutes"
ey-At5iXjEE,ABCNews,Dramatic escalation with airstrike in Iraq l ABC News
Flw6kNdT0to,TIME,Sonita Alizadeh: An Afghan Rapper On Forced Marriages | Next Generation Leaders | TIME
FJx1zR0sfQE,FoxNews,Biden's latest move causing 'nuclear breakout': Gen. Kellogg
nTRMQA7q4cs,Reuters,Cast of 'House of the Dragon' attend UK premiere in London
zmdiAkQYURs,C-SPAN,American Artifacts Preview: Shaw Memorial - NGA Curator Sarah Greenough
i6WxvBgP4Rw,News5Cleveland,Tornado sirens go silent in some communities
6ABVO0vSof0,TheEpochTimes,Hong Kong Police Arrests 4 Students to Incite Fear | Freedom | Epoch News
kOFLGvsmW60,C-SPAN,Q&A: Winslow Wheeler
7DR-NG5H-9Q,BusinessInsider,How Sacred Flowers Are Turned Into Incense Sticks | World Wide Waste
VtHRKk8qYKw,C-SPAN,Professor Pamela Karlan references Barron Trump and later apologizes for it
i9d1IEeciEM,C-SPAN,"Senator Harry Reid: ""The Redskins name is a racist name.â (C-SPAN)"
jA4z9tpUpVw,WashingtonTimes,The End of NATO
112RtoBOIWQ,TheEpochTimes,Newsom Voters Agree With Larry Elder on Almost Everything | Larry Elder
Fxfw0oJ_Wbk,USAToday,Police officer saves grandson from drowning
4X-KkQeMMSQ,CBSMornings,Extended interview: Bill Gates on coronavirus pandemic
59JcUZP9TF8,MassLive,Chicopee bands play in the Memorial Day parade
LlDal2ucGWE,CBSMornings,Video appears to show deceased Louisiana teen Quawan Charles leaving home voluntarily
X0EwKTO-1PU,LATimes,"Lin-Manuel Miranda and his father, Luis, on 'Siempre, Luis' | Sundance Film Festival 2020"
1Xe8qimmtt0,WSJ,How Victoria's Secret Lost Its Grip | WSJ
3gg7KQ_zRO4,MassLive,Storyteller Eshu Bumpus teaches his craft at Sumner Ave. School in Springfield
YdNR1g6WY-8,WashingtonPost,Manchin says he's a 'hard no' on $3.5 trillion economic package
zveUHZCvrzc,TheGuardian,Putin's Russia: Why is Vladimir Putin so obsessed with Ukraine?
M29qKwhu-4Y,BloombergTelevision,Taiwan Sees Chinaâs Drills as Similar to Pelosi Visit
wK8sb4kS1gE,WSJ,One Man's Obsession With Lawn Care
dUwk1RXAGUA,Reuters,Romania detains Andrew Tate in human trafficking case
W93S3VhL2Yw,BloombergTelevision,Trump Says Mission Not Accomplished Yet on Virus
SQ6Qhfj6UPM,Reuters,FBI arrests man for US intelligence leaks
RoXRmbw4fnQ,DailyMail,Spain's Queen Letizia delivers impassioned speech on climate - Daily Mail
OcvkcK8AyXU,TheHill,Krystal and Saagar: Viral Vid Shows Elderly Woman With Coronavirus TOSSED Into Street
zb51CvptTt4,LATimes,Lit Motors' C-1: A 2-wheel car? Or untippable motorcycle?
ohNjTWNOyjw,BloombergTelevision,Russia Denies Any Violent Action by Troops in Bucha
M1d_GA8Mkjc,WSJ,Hong Kong's Million-Dollar Watches
vhfAjVoI6Mo,WashingtonPost,Donald Trump's shifting rhetoric on Jamal Khashoggi's killing
IzA92e-G8VQ,TheEpochTimes,Wuhanâs Tongji Hospital Refuse to Accept A Diabetes Patient
erjr07TFOoo,LATimes,"Lakers guard Kobe Bryant on Oklahoma City, Kevin Durant"
uF2ljrc3YU4,BusinessInsider,Taco Bell Naked Chicken Chalupa Taste-Test
JhWuns5ohXY,WashingtonTimes,Christian Slater visits Walter Reed Army Medical Center.
D1Im12P3pT0,WashingtonPost,"At protest site, artists paint it âBlack Lives Matterâ"
32XA4D9Zyag,C-SPAN,Roy Wood Jr. at 2017 RTCA Dinner (C-SPAN)
EdUKUz-Fsgo,ABCNews,'Slender Man' Stabbing Suspects Appear in Court | Good Morning America | ABC News
oHArbvbyCxU,Forbes,How This 27-Year-Old Doubled His Movie Theater Business Despite The Pandemic | Forbes
9FTWRicdw4I,FoxNews,Sen. Kennedy has a message for Dr. Fauci following decision to step down
o77mrKgvIjQ,CBS,Gen. Grant's heroic last battle
lSy-ZTMNZK8,Forbes,Why You Should Stop Using This âDangerousâ  iPhone Photo Setting | Straight Talking Cyber | Forbes
N6diJbq3Jh0,FoxBusiness,Kudlow: Xi Jinping has issued 'declaration of war' against capitalism
SYCbvfYRuvw,FoxNews,'Something's way wrong' with Hunter Biden scandal: Judge Joe Brown
W260jzx13oc,TheEpochTimes,Sen. Rick Scott Makes Midterms Prediction; Congressional Staffer Fired Over Ties to China | Trailer
5ohNxv5XJL0,Forbes,Apple Tops Most Valuable Brands List; Huawei Banned From Android Updates | Forbes Flash
3SKXQeD_nOs,WashingtonPost,"Trump promised over and over to 'save' Medicare, Medicaid and Social Security. Will he?"
vJto9YlZZSM,BusinessInsider,Tom Colicchio on the mistakes people make in the kitchen
NMJpREnqgYk,DailyMail,These are the victims of the Florida school shooting - Daily Mail
x_dK7Y07LSs,FoxNews,Megyn Kelly: I will be leaving Fox News
B91PG3mJ8JQ,BusinessInsider,Kate Moore Claims 2019 Is Not The Year For Economic Recession
3ZOJ3x5gKYw,TheHill,Krystal and Saagar: Did Kelly Loeffler's Husband Get CAUGHT Insider Trading?
tmG83iOEvH4,WSJ,Cutting-Edge Science: Head Transplants on Mice
rVwpRPd-5_w,BBCNews,President Trump in India: Mispronunciations and cheers on day one - BBC News
uXwEeSg7zrA,AssociatedPress,Raw Video: First Moments Following Tsunami
Cj207c3Q2fM,TIME,Sheriff's Deputies Comfort Each Other After Police Dog Is Killed Taking Down Murder Suspect | TIME
8joDy_PmX3Y,TheEpochTimes,Countries Impose Restrictions on Travelers From China | Trailer | China in Focus
O-5PqKwTI3Y,FoxBusiness,"Kudlow praises Trump trade, says impeachment is âdoomed to failureâ"
Oj_ef3DLV-k,BusinessInsider,We Followed A London Tube Driver For A Day â Here's What It's Like | Insider Business
Eksp2DdgV6w,WSJ,iPhone 7 Review: A Fix for Your iPhone Anxiety
B2pDFjIvrIU,CBS,Video shows Tesla autopilot failing at site of fatal March crash
yfCOKHF6cUE,Reuters,"Impeachment managers rest case, defense tees up"
xxoXaiCtdAE,TheEpochTimes,Musk Suggests Twitter Board Lied to Court; BlackRockâs ESG Agenda Begins to Crumble | Trailer
mkVazd09E0s,Forbes,This Security System Protects Your House Without Any Cameras | Forbes
V7_ySwgbPaU,LATimes,"âColumbus"" Movie Review By Justin Chang | Los Angeles Times"
tY6mcHUFjcg,BBCNews,Rare ancient scroll found in Israel Cave of Horror - BBC News
rYHBCZdMlqw,BusinessInsider,Why Car Companies Still Use Clay Models That Cost Up To $650K | Big Business | Insider Business
FVzTJX-VWZs,LATimes,Babies Movie review by Betsy Sharkey
KZAp4r0n0B0,BusinessInsider,Why The World's Rarest Cheese (Pule Donkey Cheese) Is So Expensive | So Expensive
E1P7ZIiAVE0,CNN,What we can learn from ISIS horrors
LEslWkeY1tk,Forbes,Quantum Computers Could Change Everything - Here's What You Should Know In Under 4 Minutes | Forbes
kqGmlULTIF0,LATimes,Kevin Durant gives Blake Griffin major props
-LP_yU0izeg,BusinessInsider,Mark Cuban explains why a 401(k) is a no-brainer
BSTsW7R83Og,Forbes,Small Business Profiles: FiberMedia Group
tGgqAeyUbeA,WashingtonTimes,"Morning Briefing (June 19, 2009)"
nPlLD3Az1Tk,MassLive,Former Red Sox player Bernie Carbo meets man who says he caught famous World Series home run
siSPT4AljNY,LATimes,Lakers guard Kobe Bryant on Metta World Peace
VajgeO-8Cfs,WSJ,"Shiite Ritual Draws Blood, Evokes History-and ISIS Fight"
fiH1lWx0yGc,DailyMail,People thank the last divers as Thailand cave rescue mission ends
hPLrbOGqLPg,Politico,The Politico Reports
0XlbCvenvDU,Forbes,"Is 'Harry And Meghan Fatigue' Beginning To Set In? | Forbes Goes In-Depth On Prince Harry, Spare"
VJQry-94BvM,C-SPAN,Former Arkansas Gov. Mike Huckabee at the RNC
W3rqlLXzdk0,ForbesBreakingNews,"JUST IN: Madison Cawthorn takes mask off in House following ""angry"" speech"
RG7hIuHtBhI,DailyMail,Mother and daughter crawl under the border wall - get detained
IFq9dretOW4,FoxNews,How Melania Trump met 'The Donald'
fSuMnnlLF3Q,ABCNews,Mystery of woman's death deepens and her boyfriend's son dies in the hospital: 20/20 Part 2
qCK4Pl9O5GQ,DailyMail,Girl destroys sand sculpture in lobby of the Royal Hawaiian Hotel
maJiQJGS8_8,FoxBusiness,Army veteran speaks out after Twitter flagged his July 4th tweet saluting the flag
sujiaouMmoE,BBCNews,A year of Taliban rule in Afghanistan â BBC News
YNlffZb1pLU,ForbesBreakingNews,'Why Can't You Just Answer Me?': John Kennedy Grills Dem Witness
M-roOcaDyXE,TheEpochTimes,2022 NTD International Piano Competition  | Trailer
OGs0Qp7-k2Y,Forbes,The Importance Of Meaningful Design In The Workplace | Forbes
ZLE_vgM_TJs,MassLive,Mohamed Fofanah trial
uS0pzgBES6g,MassLive,Westhampton trail cam: Black bear on ice
hRnS8kjeSTI,WSJ,The Man Behind the World's Biggest Private-Equity Insolvency
69VS0CDbqzg,Reuters,"Former U.S. Presidents Obama, Bush, Clinton willing to take coronavirus vaccine on camera"
fdHsNCBkpKY,LATimes,Review: 2010 Aston Martin Rapide
UPsPrbYExlA,BloombergTelevision,Trump Not Helping Himself With Covid Comments: Rick Davis
jDCnaN9PXBE,TheEconomist,How to treat covid-19
Dn8C4yp2dPw,FoxBusiness,Charlie Kirk: Democrats are the ones dividing America
i637N3ZWwUg,Reuters,Washington State traps its first 'murder hornet'
Goood8R6Zjo,TIME,Kanye West on Why He's Not in a Competition With Anyone | TIME 100 | TIME
VkvisFTgi5E,TIME,"Georgia's Secretary Of State Is Blocking 53,000 Voter Registrations As He Runs For Governor | TIME"
X_TsQmF7YAQ,USAToday,What powers does the President have to control order? A look at the Insurrection Act | Just the FAQs
CoTMwrXEzgo,CBSMornings,"Hundreds descend on Nevada desert near ""Area 51"""
kQUajj634Qk,USAToday,Microsoft Kinect for Xbox 360
BXmyPsqkP44,Vox,How fentanyl is making the opioid epidemic even worse
_vEVAcWP-_s,NewsNation,Prison expert: Murdaugh's likely prison is dangerousÂ | Banfield
jn69hQLyhU4,Forbes,Disrupting The $140 Billion Chocolate Industry Is A Family Affair For This Entrepreneur | Forbes
ONoL6luwgJ8,BBCNews,The doctor fleeing Tennessee over Covid - BBC News
R3l5OJb7Qp4,LATimes,Gov. Gavin Newsom on protests and President Trumpâs 'liberate' tweets
o1kNu9IbLto,Forbes,Inside The Secretive World Of Shark Tank Deals: Who The Real Winners Are | Forbes
t1SsgTaSjoI,WashingtonPost,Biden's dramatic and shifting story about a U.S. soldier's medal
3wH9jx-JT7M,FoxBusiness,Kayleigh McEnany: Trump âmoves forward with the work of the American peopleâ
m4gjnPb0qt8,TIME,Kanye West And Kim Kardashian West Meet With The President Of Uganda | TIME
Sy1y_UDHQc4,CBSMornings,Suez Canal blockage felt across the world as trade comes to a pause
Rp0melxXhho,CNN,'How do surgeons do it?': Comedian Jordan Klepper takes on anti-mask parents
51T3c9t95b0,BloombergTelevision,Bitcoin.com CEO Says Futures Will Drive Up Bitcoin Price
kJeDl2g3Kc0,Politico,"Hearing 6: Cipollone expressed legal concerns over Trump going to Capitol, says Hutchinson"
GEIwmG1AmcU,USAToday,Oceanside condo building has partially collapsed in Florida | USA TODAY
h5Rzv3NzKTw,FoxNews,Ben Shapiro torches 'hypocritical' leadership in liberal cities
1TpSzA6Qgcc,DailyMail,Rishi Sunak and wife Akshata don poppies outside 10 Downing Street
65K1lHAYQOs,BusinessInsider,This Poker Strategy Will Make You A Smarter Investor
4lFX30hGZco,TheHill,Huff Post Reporter: Biden's documented history of trying to cut social security
wuUGW8Up2dU,FoxBusiness,Andrew Yang: A wealth tax is not the way to go
i65_g2f3QqY,ABCNews,"""Roomie"" Hits All the Right Notes | Imitates Dozens of Singers"
zymKOHyXZyU,Forbes,Meet The New Billionaire Behind The 76er's Center City Project
f6WRJOL0_X0,WashingtonPost,The Duggars on having more children
GmclSaa7QC0,TIME,Fans Celebrate After France Won World Cup Final 2018 | TIME
Zl-cev5nYdo,TIME,North Korea Relations Under The Biden Administration | TIME
ex5xKx8vHAU,Vox,What does the Bible say about the first Christmas?
F-DrYRXEqZY,USAToday,John Lewis reflects on Selma: 'I thought I saw death'
MsGXa11rcrE,DailyMail,Midterm elections: US Congress results unclear as Democrats defy 'red wave'
-KspNLO9i9g,Reuters,Floppy disk supplier says business is booming
Y4unwnOFqbE,MassLive,"Boston Red Sox Chris Sale saw photo of Manny Machado turning into K on final out of World Series,"
p-qFVAPrBIQ,BusinessInsider,Neil deGrasse Tyson: 'Pluto Is My Favorite Comet'
AoVmqpfoenY,Forbes,Warren Buffett To Face Shareholders
ayCOtQx5oFs,BBCNews,Russia says it thwarted major Ukrainian offensive â BBC News
nRRptR7VT2A,Reuters,Sweden: Trump is 'factually wrong' in his coronavirus criticism
xHqI1WciA1g,LATimes,Adam Sandler on his performance in 'Uncut Gems'
eug1sbP5Y-g,CBS,Freckle-faced killer Eric Smith freed after 28 years behind bars | 48 Hours
7yECGSh97gs,BBCNews,TYPHOON HAIYAN BATTERS THE PHILIPPINES - BBC NEWS
KzQ3qipv_zo,CBS,"Obama: No onions for me, I have to kiss babies"
Nxtoi3MAvKU,BloombergTelevision,U.S. Yield Curve Inversion: Recession Fear vs. Reality
szI5dEcawsM,CNN,Ex-CIA head reacts to audio purporting Russian troops feeling abandoned
f7zjVUTAp38,Reuters,WARNING: GRAPHIC CONTENT - Baby boy reunited with father after Syria earthquake
wNMMOLkbYAU,News5Cleveland,Man who plead guilty to car dealership murder takes stand in Joseph McAlpin trial
C1CWnK9wIj4,ABCNews,Girl accused of pushing friend off bridge speaks out
SrdGT7PDymA,Politico,Hearing 3: Trumpâs phone call with Pence on Jan. 6 is detailed in deposition
wsDvFMVU0hc,TheWeatherChannel,Strangest Weather on Earth: Lake Effect Snow
8wAm88GiYdE,MassLive,Congressman Jim McGovern says the years of President Donald Trump won't be a 'high point' in history
dJjeGc6-Rts,Politico,What are the impacts of America's long presidential elections?
3kiJ2GZseFc,DailyMail,Determined drummer keeps playing despite suffering stroke on stage
U5dP7GXYFpw,ABCNews,"Classroom Confidential: After Teacher-Student Sex Scandal, Can Marriage Survive?"
b_7LVhGhtgI,ABCNews,The Wicked l 20/20 l PART 5
l16tPdgQzYk,C-SPAN,George W. Bush on Immigration
k_PTOf7qitI,ForbesBreakingNews,'You're Aware There Is A Fence Around The White House?': Blackburn Grills Mayorkas Over Border Wall
E0lxKFhUUE8,Forbes,Forbes Judges The Food & Beverage 30 Under 30 Nominees Of 2020 | Forbes
j4Ck-Voys8Q,TheHill,"ATLANTA RIOTS: Looting, fires and mayhem engulf the city"
